tick,accX,accY,accZ
3824877,-10.3177,1.66693,-1.02746
3824890,-10.1022,1.63101,-0.969983
3824903,-9.87227,1.54479,-1.1999
3824918,-9.98005,1.55916,-1.29331
3824931,-10.404,1.69567,-1.46575
3824944,-10.6914,1.73878,-1.56634
3824957,-10.8423,1.77471,-1.75315
3824975,-10.95,1.8753,-1.84656
3824992,-10.8566,1.80345,-2.0693
3825010,-10.3537,1.68849,-2.1627
3825023,-10.3034,1.7316,-2.213
3825040,-10.6483,1.75315,-2.37107
3825057,-11.0219,1.85375,-2.47885
3825070,-11.3308,1.8753,-2.4501
3825085,-11.7404,1.9256,-2.60099
3825098,-12.0996,1.91123,-2.58662
3825112,-12.0134,1.86093,-2.52196
3825125,-12.1212,1.79626,-2.51477
3825138,-12.2936,1.79626,-2.57944
3825151,-12.5595,1.73878,-2.51477
3825164,-12.696,1.60227,-2.58662
3825177,-12.9475,1.56634,-2.5507
3825196,-13.278,1.41546,-2.52914
3825244,0.229922,11.5033,-190.347
3825261,-13.0337,0.855022,-2.11959
3825274,-12.9906,0.6251,-1.98308
3825291,-13.0409,0.380808,-1.86093
3825310,-12.8253,0.229922,-1.55916
3825327,-12.3799,-0.0646655,-1.16398
3825340,-11.9056,-0.201182,-1.04183
3825353,-11.7116,-0.344883,-0.768801
3825366,-11.7835,-0.452659,-0.711321
3825379,-11.9559,-0.704136,-0.330513
3825392,-12.0422,-0.819097,-0.179626
3825405,-12.2433,-1.0562,0.222737
3825418,-12.2505,-1.12805,0.431104
3825431,-11.9703,-1.32205,0.675395
3825449,-11.6182,-1.4442,1.04183
3825466,-11.6111,-1.71004,1.29331
3825483,-11.6757,-1.83219,1.61664
3825498,-11.4889,-1.94715,1.81063
3825519,-11.4242,-2.0693,2.03337
3825536,-10.9428,-2.0693,2.16989
3825549,-10.6914,-1.96871,2.39981
3825562,-10.7776,-2.03337,2.42855
3825605,0.229922,11.5033,-190.347
3825621,-10.9357,-2.09804,2.73751
3825634,-10.5549,-2.01182,2.56507
3825647,-10.2028,-1.98308,2.52196
3825660,-10.3249,-1.86812,2.48603
3825677,-10.7201,-1.89686,2.58662
3825694,-10.6051,-1.71723,2.51477
3825714,-10.9357,-1.48731,2.53633
3825727,-10.9357,-1.43701,2.5507
3825744,-10.4686,-1.11368,2.39262
3825761,-10.9213,-0.876577,2.46448
3825774,-11.5751,-0.718506,2.5507
3825787,-11.532,-0.488584,2.60818
3825800,-11.4386,-0.337698,2.49322
3825813,-11.726,-0.0215552,2.50759
3825830,-11.3668,0.201182,2.34951
3825845,-10.9285,0.402363,2.29203
3825858,-11.338,0.632285,2.19863
3825871,-11.4602,0.811912,2.11959
3825884,-11.3165,1.02028,1.96152
3825903,-11.6326,1.27176,1.71004
3825920,-11.4386,1.45138,1.42983
3825937,-11.0363,1.64538,1.28613
3825980,0.229922,11.5033,-190.347
3825998,-11.2805,2.33514,0.395178
3826016,-10.9069,2.47885,0.143701
3826029,-10.7057,2.39981,0.0215552
3826042,-10.7488,2.49322,-0.0718506
3826055,-10.6914,2.5507,-0.186812
3826068,-10.5477,2.54351,-0.186812
3826081,-10.5261,2.55788,-0.237107
3826094,-10.5261,2.60099,-0.136516
3826107,-10.3177,2.57225,-0.158071
3826123,-9.93694,2.55788,-0.294587
3826136,-9.90101,2.5004,-0.193997
3826153,-10.1669,2.60818,-0.129331
3826170,-10.3968,2.78062,-0.129331
3826189,-10.5836,2.76625,0.0502954
3826202,-10.4255,2.6944,0.0215552
3826223,-10.1597,2.5507,0.00718506
3826240,-9.87227,2.51477,0.0502954
3826253,-9.76449,2.38544,0.0359253
3826266,-9.9082,2.42136,-0.0790356
3826279,-9.88664,2.36388,-0.100591
3826292,-9.83635,2.33514,-0.193997
3826305,-9.76449,2.37107,-0.344883
3826349,0.229922,11.5033,-190.347
3826371,-9.13221,2.19863,-0.783171
3826385,-8.9454,2.19144,-0.718506
3826402,-8.74422,2.11959,-0.747246
3826419,-8.71548,2.05493,-0.725691
3826432,-8.50711,1.96152,-0.761616
3826450,-8.39215,2.03337,-0.790356
3826467,-8.55022,2.17707,-0.740061
3826482,-8.82325,2.27048,-0.811912
3826495,-9.15376,2.3567,-0.790356
3826508,-9.44117,2.46448,-0.768801
3826521,-9.67827,2.52196,-0.732876
3826536,-9.95131,2.57944,-0.696951
3826549,-9.95849,2.63692,-0.646655
3826562,-9.95849,2.57944,-0.603545
3826575,-10.0519,2.60099,-0.61073
3826588,-10.3465,2.76625,-0.61073
3826606,-10.7991,2.80936,-0.632285
3826624,-11.144,2.97461,-0.804727
3826643,-11.338,3.10395,-0.926873
3826656,-11.453,3.09676,-1.02746
3826673,-11.5033,3.04646,-1.22146
3826690,-11.5105,2.93869,-1.40109
3826734,0.229922,11.5033,-190.347
3826747,-11.8051,2.04774,-1.97589
3826760,-11.7619,1.83219,-2.01182
3826773,-11.5895,1.45857,-1.97589
3826786,-11.4027,1.27894,-1.99026
3826799,-11.338,0.869392,-2.01182
3826812,-11.1297,0.66821,-1.83219
3826825,-11.0363,0.409548,-1.75315
3826838,-10.8423,0.273032,-1.62382
3826857,-10.6195,0,-1.41546
3826878,-10.2028,-0.323328,-1.14961
3826895,-9.75731,-0.646655,-0.984353
3826910,-9.55613,-0.790356,-0.811912
3826927,-9.48428,-1.04183,-0.768801
3826944,-9.31184,-1.34361,-0.725691
3826957,-9.29028,-1.45857,-0.689766
3826970,-9.15376,-1.5879,-0.66821
3826985,-8.8951,-1.68849,-0.704136
3826998,-8.78014,-1.81063,-0.725691
3827011,-8.66518,-1.90404,-0.740061
3827026,-8.56459,-1.94715,-0.775986
3827039,-8.53585,-1.91123,-0.804727
3827052,-8.52148,-1.98308,-0.955613
3827065,-8.47118,-2.01182,-1.12087
3827113,0.229922,11.5033,-190.347
3827133,-8.24126,-1.97589,-1.97589
3827150,-8.59333,-1.94715,-2.0693
3827163,-8.82325,-1.91841,-2.31359
3827183,-8.86636,-1.81782,-2.43573
3827200,-9.04599,-1.83219,-2.52914
3827215,-9.12502,-1.81782,-2.5507
3827228,-9.24717,-1.74597,-2.41418
3827241,-9.3765,-1.77471,-2.52196
3827254,-9.6639,-1.74597,-2.57225
3827267,-9.80042,-1.74597,-2.54351
3827280,-9.96568,-1.79626,-2.4501
3827293,-10.095,-1.825,-2.32077
3827306,-10.0735,-1.8753,-2.16989
3827319,-10.095,-1.85375,-1.97589
3827338,-10.2387,-1.83938,-1.83938
3827355,-10.3968,-1.81782,-1.81063
3827372,-10.3824,-1.81063,-1.70286
3827389,-10.3896,-1.66693,-1.65256
3827414,-10.1669,-1.58071,-1.52323
3827433,-9.93694,-1.50886,-1.31487
3827448,-9.9082,-1.58071,-1.14961
3827492,0.229922,11.5033,-190.347
3827505,-10.3537,-1.71723,-0.855022
3827518,-10.2818,-1.81782,-0.711321
3827532,-10.0088,-1.59508,-0.869392
3827545,-9.84353,-1.71004,-0.869392
3827558,-9.56331,-1.76034,-0.840652
3827571,-9.26873,-1.8753,-0.682581
3827584,-9.13221,-1.90404,-0.63947
3827602,-9.09628,-2.00463,-0.632285
3827621,-9.0388,-2.14833,-0.689766
3827639,-8.98132,-2.19863,-0.718506
3827652,-8.90947,-2.29922,-0.718506
3827670,-8.87355,-2.41418,-0.732876
3827687,-9.02443,-2.4501,-0.869392
3827702,-8.95977,-2.39262,-0.948428
3827717,-8.87355,-2.37107,-1.04902
3827730,-8.82325,-2.22018,-1.07776
3827743,-8.85918,-2.14115,-1.22864
3827756,-8.65081,-1.97589,-1.3005
3827769,-8.70829,-1.86093,-1.33642
3827782,-8.90947,-1.71004,-1.47294
3827795,-9.13221,-1.73878,-1.62382
3827808,-9.2831,-1.60227,-1.66693
3827827,-9.26154,-1.40827,-1.63819
3827875,0.229922,11.5033,-190.347
3827892,-9.05317,-0.474214,-1.69567
3827905,-9.38369,-0.316143,-1.75315
3827923,-9.68546,-0.265847,-1.71723
3827944,-10.1381,-0.00718506,-1.80345
3827957,-10.3106,0.193997,-1.86812
3827970,-10.368,0.265847,-1.76034
3827983,-10.4758,0.380808,-1.88249
3827996,-10.6267,0.474214,-1.7316
3828009,-10.9285,0.603545,-1.76752
3828023,-11.1225,0.65384,-1.73878
3828037,-11.2518,0.862207,-1.70286
3828050,-11.4817,0.869392,-1.89686
3828063,-11.5751,1.04183,-1.83219
3828081,-11.7763,1.15679,-1.90404
3828098,-11.8841,1.18553,-1.91123
3828115,-11.9056,1.37953,-1.73878
3828130,-11.7979,1.40109,-1.72441
3828148,-11.3883,1.27894,-1.75315
3828165,-10.9428,1.26457,-1.5879
3828178,-10.6267,1.12087,-1.45138
3828191,-10.3609,1.12805,-1.37953
3828206,-10.1525,0.934058,-1.22146
3828251,0.229922,11.5033,-190.347
3828264,-9.62079,0.258662,-0.560435
3828277,-9.51302,0.100591,-0.359253
3828294,-9.55613,-0.0862207,-0.229922
3828308,-9.61361,-0.344883,-0.215552
3828329,-9.75731,-0.740061,-0.158071
3828346,-9.78605,-1.02746,-0.129331
3828359,-9.64953,-1.23583,0.0215552
3828377,-9.5202,-1.50886,0.00718506
3828394,-9.55613,-1.75315,-0.229922
3828407,-9.50583,-2.00463,-0.244292
3828422,-9.54894,-2.19863,-0.431104
3828435,-9.59205,-2.33514,-0.732876
3828453,-9.55613,-2.42136,-0.804727
3828466,-9.62079,-2.52196,-0.926873
3828479,-9.72857,-2.63692,-1.12805
3828492,-9.93694,-2.5507,-1.40109
3828505,-10.0806,-2.43573,-1.66693
3828518,-10.2603,-2.45729,-1.74597
3828539,-10.3896,-2.32077,-2.00463
3828556,-10.4255,-2.19863,-2.05493
3828573,-10.3393,-2.17707,-1.86093
3828587,-10.4686,-2.18426,-2.08367
3828635,0.229922,11.5033,-190.347
3828652,-11.259,-1.74597,-1.47294
3828665,-11.2877,-1.6813,-1.22864
3828678,-11.4027,-1.79626,-0.977168
3828691,-11.4458,-1.69567,-0.689766
3828706,-11.7188,-1.55916,-0.251477
3828719,-11.8985,-1.48012,0.0646655
3828734,-11.841,-1.60945,0.416733
3828749,-11.8625,-1.86812,0.747246
3828763,-11.7116,-1.76752,1.08494
3828776,-11.5895,-1.61664,1.3939
3828794,-11.4961,-1.46575,1.66693
3828811,-11.338,-1.51605,2.03337
3828828,-11.1728,-1.67412,2.43573
3828841,-10.9716,-1.45138,2.5507
3828859,-10.6411,-1.40827,2.85247
3828878,-10.4399,-1.63819,3.01772
3828891,-10.1956,-1.88967,2.94587
3828904,-9.99442,-2.10522,2.8381
3828917,-9.95131,-2.32077,3.03928
3828930,-9.92257,-2.24174,3.1255
3828943,-9.91538,-2.44292,3.13269
3828961,-9.90101,-2.66566,2.80217
3829005,0.229922,11.5033,-190.347
3829025,-9.72138,-3.2692,1.83219
3829043,-9.75012,-3.1758,1.55197
3829060,-9.57768,-3.19735,1.35798
3829073,-9.41961,-3.16143,1.2502
3829091,-9.16813,-2.89558,1.17116
3829108,-9.03162,-2.83091,1.00591
3829121,-9.04599,-2.86684,0.847837
3829135,-9.13939,-2.65847,1.04902
3829148,-9.30465,-2.85247,0.912502
3829161,-9.41961,-2.75188,0.725691
3829174,-9.47709,-2.88121,0.66821
3829187,-9.4268,-2.73751,0.56762
3829200,-9.53457,-2.79499,0.696951
3829213,-9.54176,-2.59381,0.890947
3829228,-9.52739,-2.70158,0.66821
3829246,-9.64235,-2.57225,0.366438
3829265,-9.7142,-2.43573,0.531694
3829282,-9.5202,-2.29203,0.546064
3829295,-9.74294,-2.22737,0.438289
3829313,-9.89383,-2.24892,0.129331
3829331,-10.0303,-2.12678,0.0862207
3829375,0.229922,11.5033,-190.347
3829388,-10.5692,-1.86812,-0.193997
3829403,-10.5836,-1.5879,-0.186812
3829416,-10.5189,-1.74597,-0.158071
3829429,-10.4686,-1.58071,0.0431104
3829442,-10.483,-1.63819,-0.165256
3829455,-10.4543,-1.34361,0.0718506
3829468,-10.5405,-1.50886,-0.0287402
3829481,-10.6411,-1.34361,0.172441
3829504,-10.9716,-1.16398,0.179626
3829527,-11.2949,-1.03465,0.158071
3829545,-11.2805,-0.955613,0.179626
3829558,-11.2087,-1.00591,0.222737
3829575,-11.0506,-0.998723,0.301772
3829592,-10.9788,-0.63947,0.0718506
3829605,-10.9213,-0.280217,-0.114961
3829618,-10.9572,-0.222737,-0.237107
3829631,-10.8854,0.0934058,-0.409548
3829645,-10.7345,0.287402,-0.531694
3829658,-10.5908,0.172441,-0.63947
3829671,-10.368,0.136516,-0.63947
3829684,-10.3609,0.114961,-0.740061
3829699,-10.4327,0.445474,-0.696951
3829743,0.229922,11.5033,-190.347
3829760,-10.5261,0.474214,-1.1999
3829777,-10.2674,0.524509,-1.34361
3829794,-10.1094,0.711321,-1.14242
3829809,-10.21,0.833467,-1.29331
3829826,-10.4183,0.6251,-1.45138
3829843,-10.3896,0.452659,-1.33642
3829856,-10.2172,0.488584,-1.51605
3829869,-9.89383,0.337698,-1.42983
3829884,-9.6639,0.387993,-1.48012
3829897,-9.76449,0.395178,-1.47294
3829910,-9.82197,0.380808,-1.47294
3829923,-9.90101,0.474214,-1.5376
3829936,-10.0088,0.55325,-1.45857
3829949,-10.016,0.732876,-1.37235
3829962,-9.75731,0.754431,-1.27894
3829982,-9.51302,0.804727,-1.30768
3829999,-9.39087,1.02028,-1.23583
3830018,-9.61361,1.33642,-1.0562
3830032,-9.64953,1.27176,-1.01309
3830050,-9.70701,1.38672,-1.02746
3830067,-9.67109,1.42264,-0.718506
3830081,-9.65672,1.52323,-0.617915
3830124,0.229922,11.5033,-190.347
3830138,-10.5189,1.18553,-0.409548
3830151,-10.598,1.04183,-0.352068
3830164,-10.6554,0.890947,-0.201182
3830177,-10.5261,0.59636,-0.136516
3830190,-10.4399,0.416733,0.0143701
3830203,-10.5046,0.215552,0.0431104
3830216,-10.6554,0.0718506,0.136516
3830235,-11.0147,-0.316143,0.165256
3830252,-11.1728,-0.445474,0.136516
3830269,-11.1584,-0.502954,-0.0718506
3830282,-11.0363,-0.560435,-0.158071
3830299,-10.9357,-0.524509,-0.387993
3830316,-11.1512,-0.287402,-0.675395
3830331,-11.3237,-0.237107,-0.732876
3830346,-11.5823,0.0359253,-0.883762
3830359,-11.6614,0.0862207,-0.862207
3830372,-11.5967,0.380808,-0.977168
3830385,-11.4889,0.359253,-0.768801
3830400,-11.4961,0.423918,-0.675395
3830413,-11.6614,0.452659,-0.538879
3830426,-11.841,0.725691,-0.488584
3830439,-11.9847,0.876577,-0.438289
3830456,-11.9559,0.941243,-0.165256
3830504,0.229922,11.5033,-190.347
3830521,-11.0937,0.452659,0.136516
3830534,-11.2734,0.380808,0.287402
3830556,-11.6829,0.380808,0.517324
3830573,-11.8482,0.402363,0.675395
3830586,-11.8769,0.301772,0.797541
3830599,-12.0062,0.114961,1.0562
3830612,-11.7763,0.114961,0.977168
3830627,-12.1643,0.150886,1.09931
3830640,-12.7894,0.158071,1.09931
3830655,-13.0265,0.0862207,1.61664
3830668,-13.2852,0.00718506,1.29331
3830681,-13.5582,-0.158071,1.59508
3830694,-13.3642,-0.0934058,1.27176
3830711,-13.472,-0.337698,1.50168
3830728,-13.9965,-0.265847,1.41546
3830746,-14.2049,-0.316143,1.14961
3830759,-14.3055,-0.524509,1.12805
3830776,-14.1761,-0.531694,0.905317
3830793,-13.6588,-0.481399,0.452659
3830806,-13.6301,-0.61073,0.201182
3830821,-13.7378,-0.56762,-0.0574805
3830834,-13.6301,-0.682581,-0.301772
3830878,0.229922,11.5033,-190.347
3830891,-12.8684,-0.775986,-1.18553
3830904,-13.1487,-0.747246,-1.3005
3830917,-13.7594,-0.661025,-1.31487
3830934,-13.7091,-0.546064,-1.61664
3830951,-13.8025,-0.495769,-1.69567
3830969,-13.6085,-0.373623,-1.63101
3830982,-13.0337,-0.215552,-1.68849
3830999,-12.8469,-0.143701,-1.58071
3831016,-12.8972,0.107776,-1.57353
3831030,-12.696,0.215552,-1.41546
3831044,-12.3727,0.172441,-1.36516
3831062,-11.8985,0.373623,-1.34361
3831075,-11.5751,0.316143,-1.27176
3831090,-11.7045,0.589175,-1.37235
3831103,-11.8266,0.617915,-1.30768
3831116,-12.0134,0.790356,-1.35798
3831129,-11.92,0.790356,-1.31487
3831146,-11.7763,0.934058,-1.32924
3831160,-11.4099,0.941243,-1.27894
3831177,-11.0003,0.919688,-1.22146
3831194,-11.4889,1.07057,-1.22146
3831208,-11.7979,1.12805,-1.24302
3831256,0.229922,11.5033,-190.347
3831273,-11.0219,0.65384,-1.32924
3831286,-11.0722,0.804727,-1.30768
3831299,-11.5967,0.754431,-1.47294
3831316,-12.0493,0.804727,-1.52323
3831329,-11.9703,0.855022,-1.57353
3831342,-12.2865,0.797541,-1.5879
3831359,-12.0278,0.934058,-1.37953
3831372,-11.5536,0.754431,-1.45857
3831385,-11.5679,0.876577,-1.1999
3831402,-12.1715,0.804727,-1.14242
3831415,-12.3799,0.869392,-1.09931
3831432,-12.3655,0.869392,-0.984353
3831449,-12.3511,0.740061,-1.09931
3831462,-11.92,0.704136,-1.07057
3831479,-11.3237,0.502954,-0.948428
3831496,-11.2446,0.387993,-0.926873
3831511,-11.4602,0.352068,-0.969983
3831524,-11.6039,0.208367,-0.718506
3831537,-11.6326,0.114961,-0.761616
3831552,-11.4817,-0.0790356,-0.589175
3831569,-11.1368,-0.330513,-0.467029
3831582,-11.0219,-0.402363,-0.538879
3831625,0.229922,11.5033,-190.347
3831642,-11.7619,-1.07057,-0.416733
3831660,-11.5105,-1.37235,-0.574805
3831677,-11.18,-1.59508,-0.589175
3831690,-11.0434,-1.71723,-0.689766
3831707,-11.2374,-1.825,-0.826282
3831724,-11.2015,-1.96152,-0.955613
3831737,-11.0865,-2.04774,-1.07776
3831752,-10.8997,-2.02619,-1.20709
3831765,-10.4399,-1.97589,-1.26457
3831778,-10.0016,-1.89686,-1.43701
3831793,-9.82197,-1.8753,-1.3939
3831806,-10.0088,-1.86812,-1.55197
3831819,-10.1237,-1.77471,-1.5879
3831832,-9.84353,-1.75315,-1.66693
3831845,-9.7142,-1.67412,-1.6813
3831864,-9.32621,-1.58071,-1.64538
3831881,-8.62207,-1.53042,-1.47294
3831899,-8.67237,-1.49449,-1.57353
3831912,-9.01006,-1.53042,-1.60227
3831929,-9.15376,-1.43701,-1.61664
3831948,-9.2831,-1.43701,-1.65975
3831962,-9.21843,-1.42983,-1.74597
3832005,0.229922,11.5033,-190.347
3832020,-9.18969,-1.5376,-1.60227
3832033,-9.30465,-1.57353,-1.60945
3832046,-9.32621,-1.63101,-1.50886
3832060,-9.23999,-1.5879,-1.56634
3832073,-8.93103,-1.63101,-1.51605
3832086,-8.68674,-1.65975,-1.5879
3832107,-8.67237,-1.50886,-1.67412
3832120,-8.78733,-1.49449,-1.6813
3832137,-8.68674,-1.32924,-1.86812
3832155,-8.80888,-1.37953,-1.76752
3832168,-8.68674,-1.32205,-1.89686
3832185,-8.37059,-1.22864,-1.85375
3832202,-8.11912,-1.46575,-1.81063
3832215,-7.98979,-1.37953,-1.89686
3832228,-8.16223,-1.48012,-1.84656
3832243,-8.29156,-1.36516,-1.93278
3832258,-8.34904,-1.36516,-1.94715
3832271,-8.29874,-1.37953,-1.96152
3832284,-8.14786,-1.3005,-1.9256
3832297,-7.9826,-1.40827,-2.04774
3832310,-7.67364,-1.37953,-1.93278
3832323,-7.38624,-1.52323,-2.05493
3832340,-7.53713,-1.48731,-2.05493
3832388,0.229922,11.5033,-190.347
3832407,-8.25563,-1.00591,-2.00463
3832420,-8.21252,-0.869392,-2.03337
3832437,-7.94667,-0.790356,-1.86812
3832454,-7.90356,-0.589175,-1.70286
3832467,-8.0329,-0.560435,-1.6813
3832480,-7.93949,-0.56762,-1.5879
3832495,-7.86764,-0.546064,-1.56634
3832510,-8.05445,-0.459844,-1.50168
3832525,-8.25563,-0.474214,-1.45138
3832538,-8.35622,-0.438289,-1.4442
3832551,-8.45681,-0.359253,-1.35079
3832568,-8.81607,-0.395178,-1.38672
3832585,-9.12502,-0.409548,-1.13524
3832602,-9.52739,-0.438289,-1.12087
3832621,-9.87227,-0.423918,-1.13524
3832634,-10.1237,-0.438289,-1.09213
3832651,-10.016,-0.438289,-1.12805
3832669,-9.87946,-0.445474,-1.11368
3832682,-9.84353,-0.467029,-0.984353
3832695,-10.0088,-0.603545,-0.847837
3832708,-10.1094,-0.65384,-0.833467
3832751,0.229922,11.5033,-190.347
3832766,-9.72857,-1.41546,-0.301772
3832779,-9.51302,-1.58071,-0.287402
3832792,-9.41243,-1.65975,-0.287402
3832809,-9.40524,-1.78908,-0.251477
3832826,-9.59924,-2.06211,-0.165256
3832843,-9.6639,-2.11959,-0.165256
3832856,-9.70701,-2.24892,-0.122146
3832873,-9.64235,-2.41418,-0.294587
3832891,-9.47709,-2.56507,-0.495769
3832904,-9.54894,-2.73032,-0.531694
3832919,-9.46991,-2.77343,-0.768801
3832934,-9.14658,-2.80936,-0.768801
3832947,-8.83044,-2.71595,-0.819097
3832960,-8.72266,-2.70158,-0.934058
3832973,-8.39933,-2.6944,-1.08494
3832986,-8.15504,-2.65129,-1.2502
3832999,-8.09038,-2.6441,-1.47294
3833012,-8.19097,-2.62255,-1.71004
3833029,-8.40652,-2.63692,-1.81782
3833046,-8.51429,-2.46448,-1.8753
3833064,-8.72266,-2.43573,-1.93278
3833078,-8.70111,-2.36388,-1.97589
3833125,0.229922,11.5033,-190.347
3833142,-8.16941,-1.83219,-2.05493
3833160,-8.30593,-1.5879,-2.08367
3833173,-8.42807,-1.45857,-2.09085
3833188,-8.54303,-1.35798,-2.09804
3833202,-8.464,-1.32205,-2.07648
3833215,-8.34904,-1.23583,-1.98308
3833228,-8.23408,-0.962798,-1.99745
3833241,-8.14786,-0.819097,-1.97589
3833254,-8.06164,-0.682581,-1.99026
3833269,-8.21252,-0.56762,-1.94715
3833286,-8.55022,-0.538879,-1.93997
3833303,-8.77296,-0.574805,-1.86812
3833320,-9.05317,-0.589175,-1.84656
3833333,-9.18969,-0.467029,-1.77471
3833351,-9.33339,-0.395178,-1.64538
3833370,-9.47709,-0.711321,-1.68849
3833383,-9.53457,-0.811912,-1.60945
3833396,-9.58487,-0.998723,-1.63101
3833409,-9.64953,-1.1065,-1.55916
3833424,-9.83635,-1.1999,-1.4442
3833438,-9.85072,-1.27176,-1.54479
3833451,-9.96568,-1.31487,-1.48012
3833494,0.229922,11.5033,-190.347
3833513,-10.7991,-1.3939,-1.76752
3833530,-10.8207,-1.37953,-1.59508
3833547,-10.871,-1.37235,-1.9256
3833562,-10.6698,-1.23583,-1.84656
3833580,-10.5692,-1.1999,-1.69567
3833597,-10.2674,-1.14242,-1.71004
3833610,-10.0878,-1.02746,-1.48731
3833623,-10.0519,-1.15679,-1.50886
3833636,-10.0016,-0.998723,-1.45138
3833649,-9.82197,-1.07057,-1.42264
3833668,-9.8076,-0.941243,-1.49449
3833681,-9.62798,-1.09213,-1.12805
3833694,-9.43398,-1.07057,-1.28613
3833707,-9.47709,-1.1999,-1.15679
3833720,-9.4268,-1.12805,-1.17835
3833738,-9.39087,-1.11368,-1.34361
3833755,-9.46991,-1.30768,-1.07776
3833774,-9.46272,-1.38672,-1.04183
3833787,-9.33339,-1.17116,-1.18553
3833805,-9.04599,-1.29331,-1.06339
3833822,-8.81607,-1.49449,-0.969983
3833865,0.229922,11.5033,-190.347
3833878,-8.98851,-1.80345,-0.955613
3833895,-9.07473,-1.86812,-0.934058
3833910,-8.98851,-1.71004,-0.984353
3833923,-8.86636,-1.91123,-0.919688
3833936,-8.76577,-1.75315,-0.898132
3833949,-8.76577,-1.94715,-0.934058
3833964,-8.78014,-1.7316,-0.890947
3833982,-9.01006,-1.71004,-0.711321
3833995,-9.15376,-1.8753,-0.862207
3834012,-9.16813,-1.90404,-0.811912
3834029,-9.30465,-2.02619,-0.790356
3834042,-9.29028,-2.10522,-0.991538
3834060,-9.46272,-2.25611,-0.919688
3834079,-9.70701,-2.46448,-0.941243
3834092,-9.64953,-2.60818,-1.19272
3834105,-9.73575,-2.79499,-1.14961
3834118,-9.77168,-2.84528,-1.28613
3834131,-9.72857,-2.94587,-1.35798
3834148,-9.72138,-2.99617,-1.60227
3834163,-9.95131,-3.10395,-1.8753
3834181,-10.2315,-3.15424,-2.19863
3834194,-10.5908,-3.18298,-2.31359
3834241,0.229922,11.5033,-190.347
3834258,-11.1225,-2.87402,-3.30513
3834277,-11.0003,-2.6441,-3.26202
3834290,-10.9285,-2.48603,-3.19017
3834308,-10.9716,-2.16989,-3.25483
3834325,-10.986,-1.86812,-3.23328
3834338,-10.8566,-1.58071,-3.24765
3834351,-10.8494,-1.50168,-3.23328
3834364,-10.5189,-1.17116,-3.1255
3834379,-10.174,-0.934058,-2.93869
3834392,-9.92257,-0.804727,-2.79499
3834405,-9.8076,-0.682581,-2.72314
3834418,-9.95131,-0.59636,-2.54351
3834431,-9.80042,-0.589175,-2.47166
3834444,-9.7142,-0.538879,-2.29922
3834462,-9.55613,-0.438289,-2.05493
3834481,-9.12502,-0.380808,-1.88249
3834499,-8.82325,-0.402363,-1.65256
3834512,-8.87355,-0.438289,-1.62382
3834530,-8.8951,-0.481399,-1.36516
3834547,-8.87355,-0.58199,-1.25739
3834561,-8.79451,-0.661025,-1.12087
3834607,0.229922,11.5033,-190.347
3834621,-8.52866,-1.27176,-0.725691
3834634,-8.57896,-1.45857,-0.804727
3834647,-8.59333,-1.49449,-0.732876
3834661,-8.71548,-1.73878,-0.754431
3834674,-8.63644,-1.86093,-0.754431
3834687,-8.34904,-1.88249,-0.725691
3834700,-8.20534,-1.94715,-0.811912
3834722,-8.21252,-2.00463,-0.977168
3834739,-8.44244,-2.14833,-1.01309
3834756,-8.70829,-2.12678,-1.12805
3834771,-9.01006,-2.24892,-1.22146
3834789,-9.22562,-2.09804,-1.25739
3834806,-9.29028,-2.04056,-1.22146
3834819,-9.22562,-1.8753,-1.1999
3834832,-9.25436,-1.8753,-1.24302
3834845,-9.52739,-1.76034,-1.3005
3834860,-9.83635,-1.64538,-1.12087
3834873,-10.0375,-1.5879,-1.18553
3834886,-10.2387,-1.47294,-1.18553
3834901,-10.5333,-1.48731,-1.14242
3834914,-10.6483,-1.31487,-1.11368
3834927,-10.7345,-1.40109,-1.1065
3834974,0.229922,11.5033,-190.347
3834991,-11.8769,-1.12087,-1.04183
3835008,-11.9559,-1.12087,-0.984353
3835025,-11.8194,-0.926873,-0.790356
3835050,-11.5751,-0.783171,-0.617915
3835070,-11.9056,-0.481399,-0.452659
3835084,-12.0637,-0.502954,-0.172441
3835097,-12.114,-0.359253,-0.0718506
3835110,-12.2505,-0.352068,0.150886
3835123,-12.0062,-0.294587,0.352068
3835136,-11.4817,-0.438289,0.531694
3835149,-11.1153,-0.538879,0.560435
3835162,-11.0434,-0.675395,0.783171
3835176,-11.0434,-0.725691,0.876577
3835189,-11.0291,-0.991538,1.02028
3835207,-10.9213,-1.19272,1.04902
3835224,-10.7776,-1.3005,1.12087
3835243,-10.4686,-1.55197,0.977168
3835256,-10.3609,-1.60227,0.948428
3835277,-10.3609,-1.77471,0.783171
3835294,-10.4902,-1.91841,0.761616
3835308,-10.5836,-1.96871,0.826282
3835351,0.229922,11.5033,-190.347
3835364,-9.87227,-2.13396,0.416733
3835379,-9.87227,-2.24174,0.308958
3835392,-9.78605,-2.29203,0.273032
3835405,-9.82197,-2.32077,0.258662
3835418,-9.78605,-2.42136,0.143701
3835431,-9.69264,-2.46448,0.0718506
3835444,-9.52739,-2.39262,-0.0574805
3835462,-9.35495,-2.49322,-0.222737
3835481,-9.48428,-2.49322,-0.280217
3835498,-9.48428,-2.42136,-0.380808
3835511,-9.53457,-2.34233,-0.387993
3835529,-9.49146,-2.36388,-0.502954
